"","x"
"1",-3.84938
"2",-3.81744
"3",-3.75131
"4",-3.61869
"5",-3.55085
"6",-3.68486
"7",-4.04461
"8",-3.83092
"9",-3.9322
"10",-3.76849
"11",-3.70703
"12",-3.81803
"13",-3.69028
"14",-3.56806
"15",-3.90738
"16",-4.04747
"17",-3.92141
"18",-3.92231
"19",-3.82641
"20",-3.74184
"21",-3.63738
"22",-3.89705
"23",-3.93754
"24",-4.03648
"25",-3.49937
"26",-3.65848
"27",-3.87453
"28",-3.94572
"29",-3.97898
"30",-3.77135
"31",-3.82886
"32",-3.78835
"33",-3.68859
"34",-3.7674
"35",-3.62965
"36",-3.25553
"37",-3.31386
"38",-3.32808
"39",-3.61016
"40",-3.69824
"41",-3.67495
"42",-3.957
"43",-3.84194
"44",-3.80548
"45",-3.67485
"46",-3.93719
"47",-4.01397
"48",-3.94756
"49",-4.01906
"50",-3.84499
"51",-3.85886
"52",-3.75965
"53",-3.65426
"54",-3.74127
"55",-3.57128
"56",-3.68189
"57",-3.80863
"58",-3.89516
"59",-3.78476
"60",-3.92158
"61",-3.89903
"62",-3.62955
"63",-3.97788
"64",-4.08758
"65",-3.92356
"66",-3.75098
"67",-3.54184
"68",-3.83338
"69",-3.92998
"70",-3.74339
"71",-3.75039
"72",-3.99987
"73",-3.99844
"74",-4.09136
"75",-3.77243
"76",-3.82717
"77",-3.98187
"78",-3.87328
"79",-3.94875
"80",-3.92266
"81",-3.77336
"82",-3.69411
"83",-3.72344
"84",-4.09549
"85",-4.08375
"86",-3.81609
"87",-3.99114
"88",-3.95754
"89",-4.11022
"90",-3.62783
"91",-3.72589
"92",-3.99341
"93",-4.05081
"94",-3.95259
"95",-3.73189
"96",-4.06982
"97",-4.07981
"98",-4.17313
"99",-3.8377
"100",-3.41508
"101",-3.38403
"102",-3.32583
"103",-3.6412
"104",-3.73149
"105",-3.27978
"106",-3.27499
"107",-3.4826
"108",-3.34473
"109",-3.41633
"110",-3.36562
"111",-3.45102
"112",-3.65579
"113",-3.874
"114",-3.85007
"115",-3.65894
"116",-3.63318
"117",-3.32929
"118",-3.31985
"119",-3.70787
"120",-3.38911
"121",-3.75678
"122",-3.42188
"123",-3.69925
"124",-3.71568
"125",-3.96635
"126",-3.83297
"127",-3.70945
"128",-3.52336
"129",-3.67548
"130",-3.4685
"131",-3.35764
"132",-3.43538
"133",-3.47007
"134",-3.58721
"135",-3.4371
"136",-3.27872
"137",-3.50607
"138",-3.65745
"139",-3.55168
"140",-3.51247
"141",-3.39132
"142",-3.36127
"143",-3.57674
"144",-3.58502
"145",-3.7502
"146",-3.46972
"147",-3.83334
"148",-3.08592
"149",-2.96079
"150",-3.25702
"151",-3.42379
"152",-3.61039
"153",-3.46188
"154",-3.55614
"155",-3.6287
"156",-3.54354
"157",-3.48192
"158",-3.54575
"159",-3.76937
"160",-3.31549
"161",-3.32853
"162",-3.73589
"163",-3.20766
"164",-3.32836
"165",-3.18299
"166",-3.56316
"167",-3.53555
"168",-3.57312
"169",-3.62105
"170",-3.71165
"171",-3.49453
"172",-3.04232
"173",-3.15562
"174",-3.32828
"175",-3.33479
"176",-3.03705
"177",-3.14978
"178",-3.23826
"179",-3.36656
"180",-3.22076
"181",-3.24043
"182",-3.53528
"183",-3.78115
"184",-3.74306
"185",-3.80478
"186",-3.52839
"187",-3.60835
"188",-3.28523
"189",-3.31712
"190",-3.19284
"191",-3.56429
"192",-3.70064
"193",-3.52687
"194",-3.5589
"195",-3.37568
"196",-3.25975
"197",-3.58865
"198",-3.52032
"199",-3.36759
"200",-3.4833
"201",-3.45917
"202",-3.35363
"203",-3.00646
"204",-2.98524
"205",-3.30951
"206",-3.36049
"207",-3.76507
"208",-3.54722
"209",-3.42062
"210",-3.29525
"211",-3.37831
"212",-3.44817
"213",-3.36758
"214",-3.47398
"215",-3.61832
"216",-3.72387
"217",-3.51377
"218",-3.18524
"219",-3.2835
"220",-3.25556
"221",-3.0018
"222",-3.1466
"223",-3.17722
"224",-3.63793
"225",-3.50556
"226",-3.36575
"227",-3.52411
"228",-3.46939
"229",-3.2644
"230",-3.5461
"231",-3.50484
"232",-3.35799
"233",-3.30001
"234",-3.51155
"235",-3.3871
"236",-3.65669
"237",-3.43016
"238",-3.28951
"239",-3.20959
"240",-3.1723
"241",-3.00659
"242",-3.06033
"243",-3.15724
"244",-3.64512
"245",-3.73112
"246",-3.73703
"247",-3.45287
"248",-3.40484
"249",-3.38098
"250",-3.2559
"251",-3.03934
"252",-3.44393
"253",-3.47332
"254",-3.1654
"255",-3.09819
"256",-3.40419
"257",-3.36695
"258",-3.36938
"259",-3.59319
"260",-3.57113
"261",-3.44735
"262",-3.65227
"263",-3.49452
"264",-3.67834
"265",-3.72289
"266",-3.73583
"267",-3.68549
"268",-3.80742
"269",-3.53458
"270",-3.32735
"271",-3.4
"272",-3.29405
"273",-3.33645
"274",-3.29057
"275",-3.92863
"276",-3.57726
"277",-3.4068
"278",-3.27293
"279",-3.09961
"280",-3.27392
"281",-3.25853
"282",-3.55464
"283",-3.5353
"284",-3.47297
"285",-3.58543
"286",-3.7846
"287",-3.8279
"288",-3.61349
"289",-3.47762
"290",-3.49052
"291",-3.65148
"292",-3.26818
"293",-3.39297
"294",-3.4228
"295",-3.44851
"296",-3.46152
"297",-3.17058
"298",-3.57668
"299",-3.52657
"300",-3.58255
"301",-3.81742
"302",-3.63769
"303",-3.38977
"304",-3.27364
"305",-3.33317
"306",-3.15322
"307",-3.04196
"308",-3.37196
"309",-3.40066
"310",-3.53179
"311",-3.60761
"312",-3.39721
"313",-3.19863
"314",-3.28156
"315",-3.4295
"316",-3.65928
"317",-3.75415
"318",-3.52598
"319",-3.41807
"320",-3.62515
"321",-3.42938
"322",-3.36696
"323",-3.20753
"324",-3.22614
"325",-3.3916
"326",-3.50975
"327",-3.4794
"328",-3.60251
"329",-3.51562
"330",-3.69733
"331",-3.71976
"332",-3.57962
"333",-3.52641
"334",-3.30028
"335",-3.53725
"336",-3.42998
"337",-3.39916
"338",-3.15969
"339",-3.13056
"340",-3.02425
"341",-3.11606
"342",-3.49108
"343",-3.50109
"344",-3.45042
"345",-3.14585
"346",-3.43124
"347",-3.56359
"348",-3.44079
"349",-3.28467
"350",-3.44147
"351",-3.29162
"352",-3.23358
"353",-3.14921
"354",-3.19067
"355",-3.21254
"356",-3.15951
"357",-3.32769
"358",-3.50702
"359",-3.38109
"360",-3.29141
"361",-3.58208
"362",-3.36353
"363",-3.60243
"364",-3.22842
"365",-3.1944
"366",-3.17302
"367",-3.20154
"368",-3.31936
"369",-3.56625
"370",-3.43032
"371",-3.53979
"372",-3.60387
"373",-3.67211
"374",-3.5406
"375",-3.90112
"376",-3.24919
"377",-3.47256
"378",-3.7131
"379",-3.38894
"380",-3.20739
"381",-3.74961
"382",-3.50274
"383",-3.44899
"384",-3.38487
"385",-3.40937
"386",-3.40991
"387",-3.43324
"388",-3.36067
"389",-3.4158
"390",-3.82251
"391",-3.45977
"392",-3.25031
"393",-3.23069
"394",-3.31779
"395",-3.16189
"396",-3.19764
"397",-3.23017
"398",-3.34547
"399",-3.53589
"400",-3.34925
"401",-3.18901
"402",-3.43254
"403",-3.74245
"404",-3.3614
"405",-3.13734
"406",-3.23865
"407",-3.26752
"408",-3.43879
"409",-3.12907
"410",-3.5899
"411",-3.45635
"412",-3.47795
"413",-3.48089
"414",-3.25837
"415",-3.21109
"416",-3.15487
"417",-3.09457
"418",-3.82216
"419",-3.51868
"420",-3.41342
"421",-3.3516
"422",-3.64755
"423",-3.67688
"424",-3.59743
"425",-3.79139
"426",-3.46801
"427",-3.34302
"428",-3.51089
"429",-3.30727
"430",-3.41173
"431",-2.97471
"432",-3.35547
"433",-3.36828
"434",-3.43081
"435",-3.86421
"436",-3.68739
"437",-3.97568
"438",-4.03233
"439",-3.90136
"440",-3.90476
"441",-3.5348
"442",-3.82826
"443",-3.80878
"444",-3.57822
"445",-3.62165
"446",-3.88106
"447",-3.8598
"448",-3.68793
"449",-3.8604
"450",-3.56176
"451",-3.61204
"452",-3.73151
"453",-3.57606
"454",-3.75304
"455",-3.6112
"456",-3.84626
"457",-3.94183
"458",-3.77011
"459",-4.03278
"460",-3.99187
"461",-3.69355
"462",-3.99506
"463",-3.78142
"464",-4.02997
"465",-4.10569
"466",-3.85454
"467",-3.87825
"468",-3.59917
"469",-3.71823
"470",-4.01039
"471",-3.88582
"472",-3.94641
"473",-3.93008
"474",-3.86649
"475",-3.62199
"476",-3.56945
"477",-3.92517
"478",-3.81524
"479",-3.6382
"480",-3.76625
"481",-3.38437
"482",-3.72426
"483",-3.74729
"484",-3.87524
"485",-3.80543
"486",-3.8945
"487",-3.90931
"488",-3.8371
"489",-3.86197
"490",-3.97983
"491",-4.07186
"492",-3.934
"493",-3.79151
"494",-4.05755
"495",-3.76257
"496",-3.835
"497",-3.67837
"498",-3.77238
"499",-4.00168
"500",-3.99413
"501",-3.64072
"502",-3.87474
"503",-3.87317
"504",-3.78955
"505",-3.92398
"506",-3.93708
"507",-3.72257
"508",-3.93916
"509",-3.87364
"510",-3.63438
"511",-3.78657
"512",-3.78408
"513",-3.73848
"514",-4.00103
"515",-3.92162
"516",-3.95318
"517",-3.614
"518",-3.6483
"519",-3.88762
"520",-3.95519
"521",-3.89284
"522",-3.65377
"523",-3.6223
"524",-3.7107
"525",-3.87186
"526",-3.61127
"527",-3.7684
"528",-4.08516
"529",-4.09724
"530",-4.16
"531",-4.10156
"532",-3.85118
"533",-3.84095
"534",-4.01511
"535",-4.00195
"536",-3.75352
"537",-3.89181
"538",-3.74056
"539",-3.85728
"540",-3.95331
"541",-4.05881
"542",-4.28502
"543",-4.09411
"544",-4.04795
"545",-4.02436
"546",-4.05781
"547",-3.71217
"548",-3.86263
"549",-3.94657
"550",-3.69942
"551",-3.75143
"552",-3.63466
"553",-3.50155
"554",-3.72443
"555",-3.83296
"556",-3.87263
"557",-3.827
"558",-3.87821
"559",-3.95671
"560",-4.00251
"561",-4.1883
"562",-3.97427
"563",-3.83863
"564",-4.07006
"565",-4.20887
"566",-3.9858
"567",-3.63041
"568",-3.93553
"569",-3.84501
"570",-3.68327
"571",-3.7626
"572",-3.69957
"573",-3.71051
"574",-3.90867
"575",-3.90128
"576",-3.97355
"577",-4.03675
"578",-4.0746
"579",-3.77705
"580",-4.0835
"581",-3.83087
"582",-3.71104
"583",-3.77612
"584",-3.68501
"585",-3.72821
"586",-4.03308
"587",-4.02774
"588",-3.85705
"589",-3.95578
"590",-3.80926
"591",-3.97397
"592",-3.81869
"593",-3.74556
"594",-3.66887
"595",-3.82982
"596",-4.09926
"597",-3.86053
"598",-4.05698
"599",-3.95366
"600",-4.02699
"601",-3.64285
"602",-3.51713
"603",-3.7782
"604",-3.66801
"605",-3.90653
"606",-4.01675
"607",-4.07331
"608",-3.85823
"609",-4.02769
"610",-4.11497
"611",-4.03782
"612",-3.80754
"613",-3.48463
"614",-3.68062
"615",-3.92901
"616",-3.91679
"617",-3.99493
"618",-3.88767
"619",-3.97473
"620",-3.90943
"621",-3.91729
"622",-3.95402
"623",-3.90124
"624",-3.80769
"625",-3.85623
"626",-3.66593
"627",-3.53338
"628",-4.11953
"629",-4.08981
"630",-4.01399
"631",-3.91833
"632",-3.78874
"633",-3.54825
"634",-3.86266
"635",-3.88454
"636",-3.70782
"637",-3.53702
"638",-3.69987
"639",-3.68581
"640",-3.72967
"641",-3.87268
"642",-4.00906
"643",-3.86294
"644",-3.67063
"645",-3.87567
"646",-3.62786
"647",-3.51293
"648",-3.48249
"649",-4.00141
"650",-3.99098
"651",-4.09562
"652",-3.73886
"653",-3.78608
"654",-3.59393
"655",-3.81305
"656",-3.80946
"657",-3.73249
"658",-3.94325
"659",-3.72445
"660",-3.69632
"661",-3.87794
"662",-3.8434
"663",-3.69272
"664",-3.7315
"665",-3.61862
"666",-3.58237
"667",-3.61684
"668",-3.87417
"669",-3.92214
"670",-3.70755
"671",-3.82637
"672",-3.40338
"673",-3.75226
"674",-3.55476
"675",-3.76386
"676",-3.57902
"677",-3.61365
"678",-3.99173
"679",-4.11232
"680",-3.81794
"681",-3.5913
"682",-3.56208
"683",-3.73107
"684",-3.67474
"685",-3.91762
"686",-3.82265
"687",-3.76057
"688",-3.80365
"689",-3.53894
"690",-3.57474
"691",-3.61274
"692",-3.68604
"693",-3.70495
"694",-3.81254
"695",-4.00705
"696",-3.68061
"697",-3.65892
"698",-3.47583
"699",-3.58467
"700",-3.59871
"701",-3.38485
"702",-3.51395
"703",-3.42631
"704",-3.44138
"705",-3.61172
"706",-3.58976
"707",-3.3679
"708",-3.23426
"709",-3.53777
"710",-3.43119
"711",-3.1533
"712",-3.44119
"713",-3.65319
"714",-3.65913
"715",-3.39406
"716",-3.57515
"717",-3.32568
"718",-3.21147
"719",-3.46472
"720",-3.52093
"721",-3.25162
"722",-3.40622
"723",-3.48748
"724",-3.19732
"725",-3.21665
"726",-3.36573
"727",-3.34583
"728",-3.27783
"729",-3.2
"730",-3.26399
"731",-3.13436
"732",-3.4302
"733",-3.38592
"734",-3.41318
"735",-3.66867
"736",-3.32452
"737",-3.19378
"738",-3.48146
"739",-3.33818
"740",-3.35335
"741",-3.3668
"742",-3.61593
"743",-3.39285
"744",-3.37549
"745",-3.45067
"746",-3.39836
"747",-3.58829
"748",-3.47686
"749",-3.28197
"750",-3.11287
"751",-3.28719
"752",-3.37199
"753",-3.3616
"754",-3.36129
"755",-3.2904
"756",-3.30687
"757",-3.4823
"758",-3.26412
"759",-3.571
"760",-3.25971
"761",-3.12797
"762",-3.17193
"763",-3.1275
"764",-3.47912
"765",-3.21803
"766",-3.39706
"767",-3.39848
"768",-3.54149
"769",-3.60283
"770",-3.58633
"771",-3.42469
"772",-3.20109
"773",-3.19762
"774",-3.728
"775",-3.74922
"776",-3.33503
"777",-3.35432
"778",-3.65731
"779",-3.73993
"780",-3.90124
"781",-3.41983
"782",-3.34497
"783",-3.37679
"784",-3.51304
"785",-3.31097
"786",-3.28038
"787",-3.89087
"788",-3.62907
"789",-3.47065
"790",-3.50146
"791",-3.4304
"792",-3.27256
"793",-3.82309
"794",-3.69809
"795",-3.76608
"796",-3.56065
"797",-3.86064
"798",-3.70938
"799",-3.66332
"800",-3.51493
"801",-3.64389
"802",-3.33947
"803",-3.47719
"804",-3.5899
"805",-3.6204
"806",-3.49076
"807",-3.57471
"808",-3.60825
"809",-3.80048
"810",-3.87875
"811",-3.48191
"812",-3.21446
"813",-3.44234
"814",-3.60801
"815",-3.70839
"816",-3.58932
"817",-3.37072
"818",-3.23379
"819",-3.2029
"820",-3.16454
"821",-3.20437
"822",-3.38705
"823",-3.27739
"824",-3.30439
"825",-3.17323
"826",-3.43646
"827",-3.74351
"828",-3.38935
"829",-3.49434
"830",-3.33229
"831",-3.50245
"832",-3.8552
"833",-3.82338
"834",-3.7222
"835",-4.01949
"836",-4.04216
"837",-3.85626
"838",-3.48661
"839",-3.45154
"840",-3.27383
"841",-3.38029
"842",-3.18041
"843",-2.90701
"844",-3.0123
"845",-3.06268
"846",-3.11304
"847",-3.08387
"848",-2.9081
"849",-3.09203
"850",-3.29112
"851",-3.29934
"852",-3.11668
"853",-3.27343
"854",-3.33409
"855",-3.26605
"856",-3.3905
"857",-3.20488
"858",-3.59911
"859",-3.48976
"860",-3.30515
"861",-3.43456
"862",-3.57012
"863",-3.25887
"864",-3.08606
"865",-3.11858
"866",-3.17135
"867",-3.16902
"868",-3.33199
"869",-3.26095
"870",-3.1409
"871",-3.48547
"872",-3.64556
"873",-3.41888
"874",-3.25745
"875",-3.56498
"876",-3.39484
"877",-3.65286
"878",-3.49229
"879",-3.28054
"880",-3.29873
"881",-3.3707
"882",-3.70866
"883",-3.79472
"884",-3.31182
"885",-3.48508
"886",-3.47157
"887",-3.46306
"888",-3.60799
"889",-3.61134
"890",-3.78122
"891",-3.36222
"892",-3.24688
"893",-3.66501
"894",-3.68482
"895",-3.37607
"896",-3.30708
"897",-3.16893
"898",-3.41978
"899",-3.18627
"900",-3.46405
"901",-3.39584
"902",-3.3441
"903",-3.27849
"904",-3.32144
"905",-3.74734
"906",-3.70996
"907",-3.70341
"908",-3.6204
"909",-3.4807
"910",-3.6232
"911",-3.5363
"912",-3.04567
"913",-3.31041
"914",-3.14038
"915",-3.01008
"916",-3.22021
"917",-3.72148
"918",-3.60407
"919",-3.74808
"920",-3.63149
"921",-3.43281
"922",-3.41832
"923",-3.28783
"924",-3.22871
"925",-3.26281
"926",-3.35716
"927",-3.51135
"928",-3.38611
"929",-3.6205
"930",-3.47867
"931",-2.94036
"932",-3.25178
"933",-3.13695
"934",-3.11622
"935",-3.1903
"936",-3.74621
"937",-3.57288
"938",-3.62848
"939",-3.8108
"940",-3.71354
"941",-3.41641
"942",-3.31551
"943",-3.38353
"944",-3.3723
"945",-3.14383
"946",-3.42124
"947",-3.48129
"948",-3.60148
"949",-3.45702
"950",-3.47464
"951",-3.03903
"952",-2.99296
"953",-3.60839
"954",-3.58679
"955",-3.24069
"956",-3.45195
"957",-3.29209
"958",-3.35439
"959",-3.27237
"960",-3.26875
"961",-2.97971
"962",-3.2357
"963",-3.4537
"964",-3.54744
"965",-3.47513
"966",-3.41487
"967",-3.49968
"968",-3.2613
"969",-3.28905
"970",-3.32393
"971",-3.45243
"972",-3.44758
"973",-3.13875
"974",-3.45615
"975",-3.0764
"976",-3.4339
"977",-3.30385
"978",-3.32252
"979",-3.21544
"980",-3.62113
"981",-3.55323
"982",-3.22343
"983",-3.27137
"984",-3.46237
"985",-3.02094
"986",-2.95448
"987",-3.08215
"988",-3.13162
"989",-3.34748
"990",-3.36831
"991",-3.41905
"992",-3.45223
"993",-3.37029
"994",-3.31864
"995",-3.32494
"996",-3.56371
"997",-3.32694
"998",-3.12098
"999",-3.28702
"1000",-3.45425
"1001",-3.42464
"1002",-3.32255
"1003",-3.33891
"1004",-3.61502
"1005",-3.81929
"1006",-3.61679
"1007",-3.44503
"1008",-3.74799
"1009",-3.45599
"1010",-3.51944
"1011",-3.66191
"1012",-3.7605
"1013",-3.85333
"1014",-3.57106
"1015",-3.41315
"1016",-3.57743
"1017",-3.42672
"1018",-3.55657
"1019",-3.51601
"1020",-3.71843
"1021",-3.73764
"1022",-3.45073
"1023",-3.37403
"1024",-3.46196
"1025",-3.5098
"1026",-3.59633
"1027",-3.70444
"1028",-3.48101
"1029",-3.35132
"1030",-3.32536
"1031",-3.07147
"1032",-3.23294
"1033",-3.44909
"1034",-3.68896
"1035",-3.63136
"1036",-3.6149
"1037",-3.6159
"1038",-3.63459
"1039",-3.37695
"1040",-3.36546
"1041",-3.3566
"1042",-3.23965
"1043",-3.46908
"1044",-3.9513
"1045",-3.64758
"1046",-3.63383
"1047",-3.79269
"1048",-3.65148
"1049",-3.68472
"1050",-3.47419
"1051",-3.54863
"1052",-3.5173
"1053",-3.54484
"1054",-3.65521
"1055",-3.66945
"1056",-3.57846
"1057",-3.61463
