"","x"
"1",0.580416
"2",0.570531
"3",0.574641
"4",0.645496
"5",0.59713
"6",0.72857
"7",0.807056
"8",0.694849
"9",0.613449
"10",0.571456
"11",0.690977
"12",0.649834
"13",0.650349
"14",0.65129
"15",0.559885
"16",0.560194
"17",0.5784
"18",0.624609
"19",0.63875
"20",0.517877
"21",0.536477
"22",0.549405
"23",0.505395
"24",0.454988
"25",0.405459
"26",0.454881
"27",0.539998
"28",0.569855
"29",0.591721
"30",0.553688
"31",0.559341
"32",0.499322
"33",0.527915
"34",0.492818
"35",0.486103
"36",0.472215
"37",0.421122
"38",0.382365
"39",0.312161
"40",0.357147
"41",0.37601
"42",0.296549
"43",0.34807
"44",0.352766
"45",0.334791
"46",0.231022
"47",0.181632
"48",0.174619
"49",0.211499
"50",0.308854
"51",0.231907
"52",0.241278
"53",0.176471
"54",0.157389
"55",0.174483
"56",0.107502
"57",0.158813
"58",0.178999
"59",0.288799
"60",0.265313
"61",0.245693
"62",0.192352
"63",0.180955
"64",0.204102
"65",0.184076
"66",0.22875
"67",0.246273
"68",0.300038
"69",0.359724
"70",0.239788
"71",0.206527
"72",0.158198
"73",0.0362468
"74",0.0973986
"75",0.0466986
"76",-0.0431824
"77",0.0431321
"78",0.110414
"79",0.100306
"80",0.089911
"81",0.177984
"82",0.181776
"83",0.167168
"84",0.157072
"85",0.0845543
"86",0.102525
"87",0.0283602
"88",0.092246
"89",0.0415996
"90",0.0667549
"91",0.0767948
"92",0.0452326
"93",0.0787643
"94",0.0608984
"95",0.0752562
"96",0.0227918
"97",0.0245854
"98",0.0903801
"99",0.106661
"100",0.225759
"101",0.238404
"102",0.23998
"103",0.198773
"104",0.147312
"105",0.0813791
"106",0.120969
"107",0.163845
"108",0.182618
"109",0.185833
"110",0.113402
"111",0.0545264
"112",-0.0368576
"113",-0.0628611
"114",0.0706381
"115",0.0707505
"116",0.0371191
"117",0.00654677
"118",-0.0195562
"119",0.0362817
"120",0.0572006
"121",-0.0186112
"122",0.00658805
"123",-0.0535907
"124",-0.0757755
"125",-0.0806267
"126",-0.0915478
"127",0.0255979
"128",0.0885563
"129",0.112377
"130",0.124409
"131",0.0582215
"132",0.0227001
"133",0.00458354
"134",0.068153
"135",-0.000632836
"136",-0.0548048
"137",0.0429483
"138",-0.0256881
"139",-0.039542
"140",-0.117
"141",-0.161478
"142",-0.165787
"143",-0.161079
"144",-0.224092
"145",-0.221759
"146",-0.205364
"147",-0.233419
"148",-0.242913
"149",-0.128859
"150",-0.172359
"151",-0.167206
"152",-0.146996
"153",-0.169635
"154",-0.0908553
"155",-0.0689367
"156",-0.0811183
"157",-0.066099
"158",-0.190119
"159",-0.203744
"160",-0.168397
"161",-0.114523
"162",-0.109626
"163",-0.14059
"164",-0.106434
"165",-0.0381404
"166",0.0240936
"167",0.00813695
"168",0.0266728
"169",-0.00321062
"170",-0.0451314
"171",-0.0198056
"172",-0.17469
"173",-0.230822
"174",-0.257148
"175",-0.189011
"176",-0.270171
"177",-0.395247
"178",-0.389448
"179",-0.417281
"180",-0.460006
"181",-0.3936
"182",-0.488602
"183",-0.444512
"184",-0.487874
"185",-0.577384
"186",-0.597888
"187",-0.651053
"188",-0.616258
"189",-0.541442
"190",-0.482914
"191",-0.474479
"192",-0.413946
"193",-0.370997
"194",-0.371476
"195",-0.420445
"196",-0.385005
"197",-0.404447
"198",-0.400834
"199",-0.461876
"200",-0.487791
"201",-0.434503
"202",-0.475752
"203",-0.46452
"204",-0.444723
"205",-0.385352
"206",-0.399533
"207",-0.336664
"208",-0.339581
"209",-0.338016
"210",-0.378858
"211",-0.396528
"212",-0.452395
"213",-0.506392
